transaction_id,timestamp,block_number,sender,receiver,amount,gas_price,gas_used,transaction_fee,transaction_type,status,day_of_week,hour_of_day,nonce,sender_type,receiver_type
119,2023-01-10T23:17:48Z,10000015,0x812681daf33aee76592d937e144056fb821ee33d,0xf36fec0479e4b0f0a7395da323dab6f893ec406a,24.56,140,78561,0.011,token transfer,success,Tuesday,23,240,EOA,EOA
120,2023-12-18T12:59:36Z,10000203,0xe0999607005174df6bb9240a26075444affc6bd2,0x1b3499bd0767b81c39368a36c8e592002433466f,64,25,68333,0.0017,token transfer,success,Monday,12,662,EOA,EOA
121,2023-01-15T18:07:24Z,10000354,0x7214163ccc029a1f49301db8a5cbf63cf994d406,0x2e1bd3a0de49cf030092b200906a6851d64a07fb,35.1,118,23065,0.0027,transfer,success,Sunday,18,554,EOA,EOA
122,2023-07-18T15:39:30Z,10000227,0xc6dcd01c86a6f4fbce71f66acb4c84ee47d0b187,0x6433d1b41becd9df03b9ee6cc9a3ea6bd5abbf05,18.88,199,89937,0.0179,contract creation,success,Tuesday,15,408,Contract,Contract
123,2023-03-15T05:55:48Z,10000134,0x7ff7d95a16f43ecbbba6f5151cd5323aaf814a97,0x6f27b5b6b75b3a5faf55efff01d7a0d1dbcd2f5a,10.87,29,47840,0.0014,contract creation,success,Wednesday,5,61,Contract,EOA
124,2023-12-22T09:50:29Z,10000037,0x5fbc3593023ac72461febb6826ae10e40e73a6d4,0x6ad38df882da4b814253e4e068ce707614c0b860,18.26,50,47900,0.0024,transfer,success,Friday,9,347,EOA,EOA
125,2023-05-22T00:19:10Z,10000231,0xf7858b2844ec52ee037c15b775d2d1480be8ff61,0xf9b3e9c235bb3d44b1c6da83275cd0ccd5a75c78,61.86,60,71074,0.0043,transfer,success,Monday,0,383,Contract,Contract
126,2023-07-10T23:16:56Z,10000477,0x8bb683d4886271a3477489e4cd76b1a9c62ced44,0x68a58c933956733aa828ed3823af8fc5dc54d069,92.41,180,53677,0.0097,transfer,success,Monday,23,319,EOA,Contract
127,2023-12-17T06:32:16Z,10000362,0x53bf0af667eadd82642ed7c864ddca8004800c3c,0xdf626a06c9d16f014efb84612743d1ef6ca0dbf7,62.18,30,87627,0.0026,token transfer,success,Sunday,6,48,EOA,EOA
128,2023-07-07T22:14:45Z,10000174,0x0a050e7da3a399c6d546bf2cfe12485f40e11f87,0xc2513aa1fcad65836f0d8bcc62dcfacaff893cc1,17.64,180,60666,0.0109,contract creation,success,Friday,22,419,EOA,EOA
129,2023-03-07T19:44:08Z,10000403,0xbff723af0cb0f6fad966c58c522ddab65d6c0aa6,0x1db417b4fb72f5dfa706d77c62264ecac70dd2fa,38.4,91,64093,0.0058,contract creation,success,Tuesday,19,993,EOA,Contract
130,2023-03-19T16:35:32Z,10000494,0x8ee226822f34197876fef1391be80b3d91fdb690,0x0002217e1f6b6dbfcfdf29f77a599866bb5165e4,96.13,27,91597,0.0025,transfer,success,Sunday,16,616,EOA,EOA
131,2023-10-17T04:02:56Z,10000487,0x3cce6f0c580bf0b8d34fa58dd02fbda058df8985,0xf0514b68a4a15dfda3799957c443c264a4812716,80.28,129,25785,0.0033,transfer,success,Tuesday,4,35,EOA,Contract
132,2023-02-20T01:32:55Z,10000101,0x80d0f624d2ff127b49eb622f68ad8dc5a573f5fd,0xc3b3b2ce3122acf8cb5d14a348d17dd5f02407ed,0.15,171,69876,0.0119,token transfer,success,Monday,1,918,EOA,EOA
133,2023-10-14T11:56:58Z,10000261,0x5fc7bd10ae4464f9118161b1e483353763b99c94,0xcf5139a08e99bd1cf5a832ddce4958289a56a195,62.35,168,96588,0.0162,contract creation,success,Saturday,11,205,EOA,EOA
134,2023-11-13T20:09:27Z,10000414,0x7baf4785e6a0d9a5b19ca6dbec4e456b8db6b38d,0xfce77d1cded058907a82fe73057bd002db74b613,70.37,141,45695,0.0064,transfer,success,Monday,20,108,EOA,EOA
135,2023-04-27T08:40:43Z,10000152,0x13aed8bb96b0f955dbf50e002a94ba5f5ce1a551,0xe70d410ec3ffc94585a8a1e4170ccaa70d357efd,58.3,128,43125,0.0055,contract creation,success,Thursday,8,594,EOA,EOA
136,2023-11-23T15:35:22Z,10000409,0x76e8dcb2a68c26d3a0716c92b42dfbcf9f55124e,0x3a125f1faf597bf30aaa4a161bd773524ae20e58,88.28,193,43642,0.0084,token transfer,success,Thursday,15,109,Contract,EOA
137,2023-11-16T12:37:02Z,10000474,0x2194f068ad4aa3da4e3eb993d3daaddf36ca65d1,0xd53e5256430e0a6c36c08fb29fe58b9ba0f578a6,73.76,129,81350,0.0105,token transfer,success,Thursday,12,35,EOA,EOA
138,2023-06-19T02:16:32Z,10000256,0x81a8363e284dd802d06d1d125b4663b21a1fe3f3,0x31bf5ceb532de040d6cd0dc5e1d3051dd71eb007,16.21,40,32228,0.0013,transfer,success,Monday,2,564,Contract,EOA
139,2023-11-24T03:11:45Z,10000424,0x3ea3a391c9e255914141752c130318bcf7be55cf,0xdd07be6fda6fd15abfa5bae4ad10ceeb9b78c3f5,73.43,151,74449,0.0112,transfer,success,Friday,3,126,EOA,EOA
140,2023-05-10T19:05:57Z,10000114,0x41954904ecde367a45dce342ecf7a450e7ffa73a,0xab21043a2b8cf32d5a9f7a37880c530f2355c8e7,39.5,47,44906,0.0021,contract creation,success,Wednesday,19,926,EOA,EOA
141,2023-03-08T10:05:24Z,10000023,0x077c66494db6c0993445184b646b02e7e860d078,0xc4eebaf88a1b6a69c12ac0cfc8d8a7fcd14b341c,24.87,45,81648,0.0037,token transfer,success,Wednesday,10,280,EOA,EOA
142,2023-06-23T01:18:54Z,10000179,0x88fecbaf70f251374859e45cdd9d889ec79e452e,0x4fe0bcf3927739322f20559705d1abcdc02e2927,45.41,115,27495,0.0032,transfer,failure,Friday,1,376,EOA,EOA
143,2023-06-11T07:20:41Z,10000165,0x36bb4dcababc61df9f22e589c899fdbd29bc3110,0x5adc92929adcc8dd382e1028ab2e88298f9c5b82,53.07,100,40082,0.004,contract creation,success,Sunday,7,397,Contract,Contract
144,2023-10-03T01:13:36Z,10000229,0xc8c11de5d79a429e7125d5c55458cc6fbb297c12,0x5cee2932bed3eeecdd39cf2b3a13aa0a97de7b83,68.89,92,78553,0.0072,contract creation,success,Tuesday,1,161,EOA,EOA
145,2023-03-31T19:23:54Z,10000444,0x2847af94a5af6d55f3848b2f9b40a49a85821d9e,0xc229bf840b74f245823c947147f767b0ff299d7e,74.52,122,55966,0.0068,contract creation,success,Friday,19,299,EOA,EOA
146,2023-07-04T15:02:16Z,10000017,0x41acbc83db8e6f1a1c86d02d0199b22f62856698,0x83ff16b318da62981a8ed6e9eac63f69be1a5c4b,74.74,39,91954,0.0036,contract creation,success,Tuesday,15,861,EOA,EOA
147,2023-10-01T22:16:05Z,10000478,0xe60bd65cfb7b43f4b1ef76e7c2834d8b093023c0,0x9e841c48792b19ba6489d7773e8238e622787bf1,36.45,131,25941,0.0034,token transfer,success,Sunday,22,173,EOA,EOA
148,2023-06-03T18:56:33Z,10000300,0x456fe65232ea376ede1c862505cc204450749aa8,0xbd1b8506ee9a5e0d9b9f216d8aa69315d964787b,48.44,51,55968,0.0029,transfer,success,Saturday,18,849,Contract,EOA
149,2023-08-24T20:36:40Z,10000039,0x7f38adfbe3e6ade89580e8881c399ab598b250f3,0xa03566408a71f3f1d8f1154f1b9a83770ef51d8c,87.22,146,97350,0.0142,token transfer,success,Thursday,20,200,EOA,EOA
150,2023-01-17T05:07:56Z,10000176,0xddbf47a8a891016dd654febd62d4c03b631f43cf,0xb12f692ed89d91d0e2f80b3c345d473eadb6717c,0.58,87,39432,0.0034,transfer,success,Tuesday,5,264,EOA,EOA
151,2023-02-12T05:32:17Z,10000114,0x5cc5f07cf2d189c4769c98a2cfdf161e5418d73a,0x9a2ad5399ab3c683a6f021776954bb6fc25910f3,12.33,91,89165,0.0081,token transfer,success,Sunday,5,694,Contract,EOA
152,2023-11-02T18:57:44Z,10000227,0xf03037ca23f67293d4ad89b207a5759fd8df913c,0x5559b23bd62304817faed6efbe2d0e73315cad0d,18.85,101,72942,0.0074,token transfer,success,Thursday,18,784,EOA,EOA
153,2023-05-24T16:21:35Z,10000011,0x4f93761b0dd72fb3e166e13163e87664f80740fd,0xca5bfca5db7dfa0f13f52628cdabd8d9969aff48,5.62,30,26458,0.0008,transfer,success,Wednesday,16,681,EOA,EOA
154,2023-03-10T07:46:06Z,10000473,0xdbb74407b2e8d4f9fde987b6baf7c12e7aa0d139,0x8d46ba24b6ac8f26b46d5291ad0bc44a0e70ecbd,66.26,164,48557,0.008,transfer,success,Friday,7,952,EOA,EOA
155,2023-08-14T06:17:27Z,10000303,0x3365f0a7323a344a9d0955d937070ce0cfde57d6,0x80d2623e23393f331a22126341dbaec21a0de6fc,43.21,72,40564,0.0029,contract creation,success,Monday,6,959,Contract,EOA
156,2023-10-16T08:55:22Z,10000130,0x678bb24370598741209a548149e7c78665e74a1a,0x529f56adbd2d43febc0593dc5915cc7eb9e013ee,76.54,199,76124,0.0151,transfer,success,Monday,8,358,EOA,EOA
157,2023-02-10T02:10:46Z,10000299,0xc8b45b24714dce69befb6b6fcb49b25cbacb21a4,0x2acd3e45380aba5e52bbde5c08430d719335a2a8,61.91,121,33276,0.004,transfer,success,Friday,2,183,EOA,EOA
158,2023-05-20T08:47:00Z,10000030,0x1ace7cf552dbe5d7e726f127237c68944f974765,0x6fd8dee5e58f121271541aa8ec4368c4f43f4558,85.8,100,75984,0.0076,contract creation,success,Saturday,8,798,EOA,EOA
159,2023-10-04T21:04:09Z,10000432,0x8f0f14a6346683311bd9fd56ae0326b61c579a80,0xf9f5f13987287e890d8865f7457d719ee70925e5,49.9,119,74872,0.0089,transfer,success,Wednesday,21,342,EOA,EOA
160,2023-06-03T17:40:39Z,10000400,0x41e8b8828733219f3cbb7fc3d2b7e246542100e3,0xd950f7a9041dcdf48263a7f50b3cd5f18a177c77,38.54,77,84760,0.0065,transfer,success,Saturday,17,731,EOA,EOA
161,2023-09-08T11:30:15Z,10000128,0xe53e65eafc59baa0862e21b33be58facfe5a8c85,0x6300f0ee210b46909c6888877979db66b9caca7c,94.74,87,94121,0.0082,contract creation,success,Friday,11,249,EOA,EOA
162,2023-02-14T05:20:26Z,10000221,0x4b7205899ecc87d263bef287884718494fada10f,0x18ce68abfb40b8eadc1eb219a3abfd757a31c7b3,17,136,30112,0.0041,contract creation,success,Tuesday,5,380,EOA,EOA
163,2023-07-09T21:58:59Z,10000079,0xaf927584f67b35d57f64cd9a43ef014610aa997f,0xc9fcc9b1621dca1a5153688452134bdcf4b55608,41.58,199,23445,0.0047,contract creation,success,Sunday,21,288,EOA,EOA
164,2023-05-09T02:52:44Z,10000091,0x069778158268ea31b626244fddeb6cb337a2542b,0x1a7a072ece8a5731458c832474b94e711cfa08b7,38.96,110,63327,0.007,token transfer,success,Tuesday,2,641,EOA,EOA
165,2023-08-27T02:09:34Z,10000273,0xdcbfe8c00cabeb8d8796994848e7e80845d1c6e0,0x6aa7ab28540c06b4f14db447708ab7341f4c6f60,31.78,20,75408,0.0015,transfer,success,Sunday,2,151,Contract,EOA
166,2023-11-07T00:22:20Z,10000238,0x274eebc728f1e9c069f358a6849f9ce0ffdbc745,0x20e6c784cb29517631d01763a3b763c7b5bc0e35,36.48,109,64437,0.007,token transfer,success,Tuesday,0,412,EOA,EOA
167,2023-10-02T07:20:38Z,10000084,0xb8baa24422cb527464b69a5631c4ffe094d4094c,0x9663098fe891f5bdd2b91d9187dc7c3e45acb12a,42.61,20,90060,0.0018,token transfer,success,Monday,7,764,EOA,EOA
168,2023-02-14T14:27:47Z,10000030,0x9f27750dcf3acd81c33e359c39b6439e967d6b88,0xc982d9faee1567d57746f5fa65f66debf83aa292,30.43,133,36274,0.0048,token transfer,success,Tuesday,14,460,EOA,EOA
169,2023-09-23T18:54:28Z,10000334,0x7ec7167ec254f42ab3333af0fe23c237faca0160,0xf01b78700b041da0af4908f399b535f4c2f621d4,41.75,138,22810,0.0031,token transfer,success,Saturday,18,894,Contract,EOA
170,2023-11-05T06:27:12Z,10000031,0xf614be7c0a7a7bf991a039479d9743d5c583e23b,0x6647b7763ae75b903dd97c31b23478004c2ed268,86.35,52,66016,0.0034,token transfer,success,Sunday,6,6,EOA,EOA
171,2023-10-19T11:50:21Z,10000370,0x319f581cf5550579dbc8ccf138b815dc6877e242,0x464af0b54b14be99c806d5dc97db7a56408863ba,81.37,99,60652,0.006,contract creation,success,Thursday,11,205,Contract,EOA
172,2023-09-21T21:44:02Z,10000397,0x548858923ac1d9520c332d2d434715aadb2f8863,0xf20d606b8f90f7656f696eb9a62ea78f5bdb3f00,53.94,115,89693,0.0103,transfer,success,Thursday,21,359,EOA,EOA
173,2023-08-01T11:29:52Z,10000406,0x124505bb5d383146a366e33ab7eae557a82ec94c,0x2e40ed18692c1dc4ee34adc8349d784b9eba4985,59.8,59,88529,0.0052,transfer,success,Tuesday,11,511,EOA,EOA
174,2023-06-04T15:19:36Z,10000319,0x832c95884a397af2ce8f19be822aa3943e520890,0xdae357f32544eaa6a2d3decc323aa9f8444bfce8,10.45,22,56609,0.0012,contract creation,success,Sunday,15,22,EOA,EOA
175,2023-09-13T06:59:42Z,10000076,0x7913c95f80c933c1d5420315c4f467b58d058faa,0x145de3d5d52dc4581ba5502dfb06648657c2c817,61.93,193,25196,0.0049,contract creation,success,Wednesday,6,448,EOA,EOA
176,2023-09-07T23:08:58Z,10000200,0x4f0037aa5e9c0f769efaffcdcbfaaed917d03a2f,0x3f8aac5523ac6ee8f8e813a54c2f93b4eb64cea3,20.42,113,30416,0.0034,token transfer,success,Thursday,23,705,EOA,EOA
177,2023-06-29T20:40:53Z,10000319,0xd8917eaa5ad4fe608cc69cc29ebc07e68bbd3fcd,0x15c2eeda508b9e85731622f1634221273f279992,45.22,134,24896,0.0033,transfer,success,Thursday,20,366,EOA,EOA
178,2023-08-31T19:50:48Z,10000055,0xb9ceda6e24f7c0e0140278e3307af3a12812d506,0x4b3f75e9f9c864efa9fa5dcfe7575c966fd8187a,2.5,122,24340,0.003,token transfer,success,Thursday,19,907,EOA,EOA
179,2023-11-29T12:42:08Z,10000431,0xf4174cb5b6307c7f9c839f3d846cc82d2534ddc9,0xa392216f8e72bea5c4d93dea66693a0dcb89104f,21.33,200,60191,0.012,token transfer,failure,Wednesday,12,694,EOA,EOA
180,2023-03-25T16:09:05Z,10000404,0xdd26dacf9a3d72567ca49fbfe47422f1e5659875,0x9c5d4d1b141492de36f87d414cba4c1b9701dc68,48.67,158,23341,0.0037,transfer,success,Saturday,16,690,EOA,EOA
181,2023-12-14T13:17:10Z,10000100,0xe7f5d30ca96e20173493e9ab9466c32ce138f218,0x8e2c95e90920f7df98975e71c7fd0590f5eb48fa,2.86,129,21084,0.0027,contract creation,success,Thursday,13,627,EOA,EOA
182,2023-01-20T21:12:54Z,10000416,0x061533cfefbf77e96735f31f273693799f558b41,0x60c3b6f322b65f4e2325d2f51451ba9cf2e58f9b,7.01,164,67790,0.0111,transfer,success,Friday,21,131,EOA,EOA
183,2023-09-29T13:36:53Z,10000017,0xd6f6ac5be3a0004ac78f7f84f3a3087d741f4c30,0x0d44a07ec5344a0bb3c1ba1e60379502483bbe13,15.28,128,90842,0.0116,contract creation,success,Friday,13,940,EOA,EOA
184,2023-06-03T14:36:50Z,10000184,0x3b4dd99599dcd718213846810a5501a55ef28b7b,0x7a3c045afd6c4877577bb85ec7672a0c1ca5172b,90.52,178,22041,0.0039,token transfer,success,Saturday,14,738,Contract,EOA
185,2023-06-10T18:17:00Z,10000308,0x09031091651ab7bd5b9b131b8611fe7dafd5d731,0xfc2ed63538a9837dd81da85cbbb990bd3d64062b,34.62,55,54811,0.003,token transfer,success,Saturday,18,212,EOA,EOA
186,2023-04-26T11:56:41Z,10000269,0x4aae3a21d915669684452405b0c0483f27d55753,0x85ddb2e34e6bb1cf3ab2b7e3b6f1d7c7825dd401,69.13,21,72040,0.0015,token transfer,success,Wednesday,11,982,EOA,Contract
187,2023-12-21T07:24:24Z,10000082,0x988b1e7d858618c29a2bb7eba92ab1041793ca20,0xc38e7c933f90c76b52c1c96ec11fd51a812dd62d,44.11,184,45286,0.0083,contract creation,success,Thursday,7,982,EOA,EOA
188,2023-05-19T09:36:14Z,10000174,0x526e3cba05487f20b0da3ca59c0cd51403b1a710,0x47cc37e15ca2d3a57ad01875165b5ae2faabb7d8,96.36,159,33501,0.0053,transfer,success,Friday,9,724,EOA,EOA
189,2023-10-01T12:28:03Z,10000242,0x180a3b63f266d35fc102cbc2fde1d56b79d2a47c,0x06cffd8d578b812e2b9d7609b543ecf96678fdef,77.74,191,83688,0.016,token transfer,success,Sunday,12,271,Contract,Contract
190,2023-04-22T01:14:06Z,10000323,0x5a3c1df20b7d3c9a9b98c137f33824317e9e4301,0x14bd1a60cadb615e40ea0f3e3aec1739a080d246,77.54,140,88202,0.0123,transfer,success,Saturday,1,806,Contract,EOA
191,2023-03-11T20:12:39Z,10000359,0x8d6d693a578ce421dd407a987a9f8f7619e6f25d,0x22638704cf502c0507cacadcd8364d2714ea2e46,43.43,99,35388,0.0035,contract creation,success,Saturday,20,151,EOA,EOA
192,2023-08-22T11:19:38Z,10000308,0xde1326a3e3661f8d416ccb5fef7b4bcfc5e3ffd4,0xb8ea6ecf45b539015b6e396187beb1234039fa01,86.88,48,46846,0.0022,contract creation,success,Tuesday,11,281,EOA,Contract
193,2023-08-08T07:00:26Z,10000227,0x6316fbc4d62ef168109f0da5cb9ef3d73c1ac93a,0x0bb07adc14a683c015c7733d00cc6b40b1dd8b39,43.16,94,78562,0.0074,contract creation,success,Tuesday,7,437,EOA,EOA
194,2023-11-01T08:33:32Z,10000103,0x35ec9402fa0503c71c2f5b4235f3654a62830c24,0xf62ce415cc4185328d68f613d675bf674682a89c,0.76,188,68624,0.0129,contract creation,success,Wednesday,8,333,EOA,EOA
195,2023-07-05T17:18:22Z,10000151,0x216ac9a379b005adb10e88d125dcf6064798a37b,0xba71313b6439e87801b3338aaf70f1ab6dacf11d,55.6,82,98956,0.0081,transfer,success,Wednesday,17,567,EOA,Contract
196,2023-04-23T03:34:46Z,10000100,0x6f789ca899ec0eca7c2c11d90ffb27800b078a86,0x216df813e1e3d780fe66a9daa8680e6a385af589,29.98,167,39188,0.0065,contract creation,success,Sunday,3,409,EOA,Contract
197,2023-03-15T02:59:17Z,10000306,0xd7dbb9c79c07e7277d4940fe12b44e5431f573b7,0x5de1bb7379352f88993d0cb82b6510cf13d1e447,25.56,92,97289,0.009,transfer,success,Wednesday,2,125,EOA,EOA
198,2023-09-30T17:28:24Z,10000339,0x041b6461fb215ea33fed02bf3ea9e6705840a6e3,0x6c105987907d9dd8be0ad1ed83355e4a4ced28da,39,200,93898,0.0188,transfer,success,Saturday,17,172,Contract,EOA
199,2023-05-26T22:45:18Z,10000167,0x91ff34fd12d926e8050b3a20d69a32417c0b8c1f,0x9f6338052171357dc9c38554e0bf80fc82d8b975,36.86,128,71304,0.0091,token transfer,success,Friday,22,887,EOA,EOA
200,2023-01-29T01:03:08Z,10000343,0xd3f525f911c2f087f7624318cfb7b1b8321e8fd8,0xb388035fc20962128e192724fd6c5d8181c54258,9.9,142,41827,0.0059,contract creation,success,Sunday,1,991,EOA,EOA
201,2023-08-25T05:43:06Z,10000213,0xa69ad01cbf1eb94b00a94dbfcba8f30188efe3b3,0x92f54f4ab279ada3003704e72d9f94a6d9587a07,47.7,45,42398,0.0019,token transfer,success,Friday,5,436,EOA,EOA
202,2023-09-14T04:37:54Z,10000283,0xcb5fcf9815f2c7f9942321fa996e854e0af2641e,0x299e11768659dd8b0e9b4ca8b3266ad002109648,4.46,96,21093,0.002,contract creation,success,Thursday,4,681,Contract,EOA
203,2023-04-20T08:33:01Z,10000205,0xe41573eeaba28d32cff57f7a9414c7e95672dd44,0x79c283ab9573031dfe4edbc563ff82de5bebb708,2.91,106,71876,0.0076,transfer,success,Thursday,8,359,Contract,EOA
204,2023-09-22T22:17:13Z,10000219,0xfc4c51b6b9bd167b239a2d1bd84fa4c0aee3315f,0x57cc9edfcc518dfbbd7797489153286c5dbd1916,2.73,49,64979,0.0032,contract creation,success,Friday,22,684,EOA,EOA
205,2023-04-20T08:40:37Z,10000137,0xff3d63fccdecdeabba6c438cf258882fde0fedbb,0xe8a96d16ae068806796f2e53d7be1677bc8fe5c2,95.22,188,73794,0.0139,transfer,success,Thursday,8,944,EOA,EOA
206,2023-01-03T08:10:43Z,10000356,0x0cbd14a5e177a2c7e7a3bc76633a0eda2ba674ac,0x699499acb084a1bbaf707fd28e0a407c07835d75,84.92,32,97501,0.0031,contract creation,success,Tuesday,8,480,EOA,EOA
207,2023-09-08T09:41:48Z,10000338,0x4c514d19de0e2c577502bec8f113f1a542632bab,0x4e0659cea98e711d3d4a6e4b2a34612baf43a7cb,34.8,42,49816,0.0021,contract creation,success,Friday,9,316,EOA,EOA
208,2023-07-31T01:43:06Z,10000500,0x285b98e163d07a038ed4f136a01cf039a009681c,0x072c76357fda5c062c299dccd7cb8ca99c804c11,69.27,34,30525,0.001,contract creation,success,Monday,1,306,EOA,EOA
209,2023-01-02T12:53:01Z,10000352,0xd401590e9b43ff2effa43e09c4dcc71eec3154c5,0xdd4633a5e52c736f69b339df6ecd63b7e1318417,67.02,165,22579,0.0037,transfer,success,Monday,12,430,Contract,EOA
210,2023-05-03T17:22:51Z,10000356,0x8000a97a69e64429909ab90cddd98df4d27ea4f2,0x6e3f45c2b08bede6e2bc7809d918467c2267a859,16.88,53,80085,0.0042,token transfer,success,Wednesday,17,270,EOA,EOA
211,2023-09-07T21:11:19Z,10000275,0xd41714fa72f4809fdbc680a177ce7442cd05ef7c,0x644d87c3d16e1b3e40d90e352b3eeb76d58dae28,73.35,20,92807,0.0019,contract creation,success,Thursday,21,372,EOA,EOA
212,2023-10-28T23:50:10Z,10000131,0x699596320f2758414db336ae7888465f6d0854cd,0xa010e796aa93a24786f216593176717b7ba4dc12,15.34,158,78886,0.0125,transfer,success,Saturday,23,845,EOA,EOA
213,2023-11-04T10:41:15Z,10000160,0xa4ff7069a5f2181c6a7475b0c1fa024f263f2fd3,0x63356c7a49ff03a85b6a4ec278fb493e4efe2f4b,78.44,185,77607,0.0144,transfer,success,Saturday,10,352,EOA,EOA
214,2023-09-03T10:46:41Z,10000236,0x62737d06d5c93f35fdffb72dfb7ec372bc8c886c,0x54a341042a5ce151e692d10e951f53309b4fbb3d,66.03,173,38602,0.0067,token transfer,success,Sunday,10,917,EOA,EOA
215,2023-02-08T12:52:54Z,10000270,0xd503983814a558130f826f2475f43cd67b50e7e2,0x4fea46076c1abeaa6e03114015a58a8b6bcf430b,40.39,36,81889,0.0029,transfer,success,Wednesday,12,652,EOA,Contract
216,2023-05-05T19:38:06Z,10000158,0xac1d8a7f69142ce51968424d346d6419a5bcab57,0xcb24f7edae3f011359fdccf55a25eec28d287b73,88.57,136,29192,0.004,token transfer,success,Friday,19,864,EOA,Contract
217,2023-07-26T16:16:05Z,10000197,0xb7b35edcfe3d2cf2ac82e290a277d50d1349b644,0x47036aee0ff3d9ea5a170b1cd3d924a8035ac09b,93.65,30,48470,0.0015,contract creation,success,Wednesday,16,494,EOA,EOA
218,2023-01-09T01:45:50Z,10000378,0xa1bd5233063dbabf743779509d704b6179779780,0x8033528fe61839c2d69f894b013c2356a98c06df,7.79,128,38515,0.0049,transfer,success,Monday,1,20,EOA,EOA
219,2023-04-29T05:31:53Z,10000485,0x8e5e6df696a2cb09abad3d4707762754261d5cab,0xc944e83aa964c3d6bb90445b10eee1a7064db3a2,87.5,160,91274,0.0146,contract creation,success,Saturday,5,743,EOA,EOA
220,2023-04-10T10:51:55Z,10000137,0x02706425f64bcd1a41f7bb6480bef787bb2828cd,0x642f3eca071fecbaf3407923799c614bcbd0b58c,17.63,30,65732,0.002,token transfer,success,Monday,10,566,EOA,EOA
221,2023-08-11T22:08:52Z,10000189,0xae058dda248cb697e562045e368daeeb797bfa1c,0x063b7c64e61a5c09a0461201416d30bceb97af1b,94.64,136,71045,0.0097,token transfer,success,Friday,22,139,EOA,EOA
222,2023-04-20T18:46:12Z,10000329,0x131047d265e0b67ca9d2ebec24fdcf99f0b9759d,0xd05703ac1689153d2ce549867e5f4d012ee88089,10.74,34,23049,0.0008,transfer,success,Thursday,18,73,EOA,Contract
223,2023-09-19T01:01:19Z,10000378,0x5a27b71449b858e7cabcf74c2537dd174a379b7a,0xb0c8603d28346862af5ab2d5565ef25178d10058,56.39,163,93673,0.0153,token transfer,success,Tuesday,1,639,EOA,EOA
224,2023-06-11T00:14:41Z,10000479,0xa2170b4591136cc76d3037153724367839c935b8,0x45bda92d07600dad8003d4de05a1aa41261498fe,95.5,102,65471,0.0067,contract creation,success,Sunday,0,574,EOA,EOA
225,2023-12-22T17:30:27Z,10000353,0xfba008736cdb1b639d85801fc5ffb53a29db8f06,0xccb9e3ce0a8b2f2b13b0b1a4325345b7f0793ad2,52.98,156,68476,0.0107,transfer,success,Friday,17,74,EOA,EOA
226,2023-08-21T11:25:27Z,10000221,0x5b67e10deedd0e091b97de4d8947972c548eb606,0x83907958b1a1a381d4384c859309a3a32a5e4531,49.92,191,93944,0.0179,contract creation,success,Monday,11,812,EOA,EOA
227,2023-01-26T15:16:20Z,10000329,0x9a33ccfc60270c32aa6131d777059b62530d44d1,0xd5bbe2186759f051e0bd0794f184c255218d8069,86.64,117,56336,0.0066,token transfer,success,Thursday,15,245,EOA,EOA
228,2023-03-03T12:17:33Z,10000434,0xaaa4ebfcec216734aa1aef74cf5ccfa0be1d5fbb,0x3a1eb9ba37a2fe4e3d0ba40883d6a7b1897b1d5f,73.81,106,77173,0.0082,contract creation,success,Friday,12,765,EOA,EOA
229,2023-04-03T07:32:07Z,10000352,0xb31922e3887d765d4632516ba2aaa8c426db0a94,0x162cabd9c94c6fe98d651536658b6c19ff99d241,24.07,77,88213,0.0068,transfer,success,Monday,7,663,EOA,EOA
230,2023-05-31T11:32:55Z,10000422,0xaa6ef09fcf7a558606573ab7eeb6eceb7d7a6fc8,0x9b52cb2dad9571a2ac09b0b1142a3b7fecafe398,76.32,41,87429,0.0036,token transfer,success,Wednesday,11,57,EOA,EOA
231,2023-10-17T08:19:45Z,10000179,0xd439c9e77262d19ec65ed491e849efc78765bf14,0xb11e4aeec1beb67afc1fc957289890b016d402a5,96.87,168,61396,0.0103,transfer,success,Tuesday,8,698,EOA,EOA
232,2023-08-28T17:36:57Z,10000276,0x7e44cc0e1a1be49abaf7df5b1df3592b153655c4,0xea2f13740a45db14a6e65c1f1cb0f6fbba1d1f82,97.48,143,73607,0.0105,token transfer,success,Monday,17,972,EOA,EOA
233,2023-09-29T09:00:46Z,10000182,0x4a5f6176a18a6379bef5ed46aa938fec5feaa673,0xeff758308fe0e142c18afc79abb3f9df4b93ddc5,3.48,115,88274,0.0102,token transfer,success,Friday,9,691,EOA,EOA
234,2023-03-26T14:25:04Z,10000114,0x687499d8d7d68730a03d1f61a4a223b37b6b80d2,0x5be88af4889bed056c17b25be7211bb877f5b8d1,51.36,117,96896,0.0113,contract creation,success,Sunday,14,684,EOA,EOA
235,2023-03-09T13:31:19Z,10000114,0x5b0fc929192eb9afa893ccd5d2318e1ca81c6a57,0xae18939eb953c9686f523e35912511d7b5fdf8ba,11.47,200,23083,0.0046,contract creation,success,Thursday,13,359,Contract,EOA
236,2023-01-03T06:27:31Z,10000138,0xbdaf8fee94034cd8231e6a8bc57500dc940a59e7,0x128318cc77541d6b656c4589084a20b45e55d793,34.45,70,37099,0.0026,token transfer,success,Tuesday,6,765,EOA,EOA
